42.248535	39.245605	52.734375	0.307800	0.028137	-0.971802	
42.443848	39.978027	52.551270	0.301697	0.005859	-0.958618	
42.321777	39.685059	52.307129	0.293274	0.011169	-0.964111	
42.663574	39.941406	52.355957	0.287903	0.008667	-0.962524	
42.480469	40.136719	51.794434	0.297119	0.007202	-0.966492	
42.163086	39.868164	52.612305	0.297241	0.009216	-0.968811	
42.211914	39.721680	53.051758	0.296265	0.009888	-0.967468	
42.700195	39.843750	52.404785	0.297180	0.007446	-0.963074	
42.504883	39.782715	52.404785	0.292969	0.009216	-0.962280	
42.700195	39.831543	52.209473	0.293823	0.007935	-0.963196	
42.517090	39.880371	52.246094	0.299622	0.008606	-0.965271	
43.066406	39.538574	52.624512	0.295654	0.010376	-0.966064	
42.712402	39.477539	52.404785	0.296204	0.009460	-0.964111	
42.749023	39.794922	52.624512	0.295044	0.008240	-0.961365	
42.834473	39.501953	52.209473	0.293030	0.010376	-0.962219	
43.041992	39.465332	52.905273	0.296875	0.008972	-0.961975	
43.029785	39.343262	52.819824	0.296814	0.010925	-0.964233	
42.675781	39.221191	52.697754	0.296875	0.010681	-0.965576	
42.724609	39.355469	52.551270	0.298157	0.008789	-0.962158	
42.517090	39.392090	52.978516	0.293518	0.009888	-0.963562	
42.663574	39.221191	52.270508	0.294922	0.008911	-0.961975	
42.468262	39.758301	52.343750	0.297119	0.009766	-0.961853	
42.590332	39.672852	52.868652	0.296021	0.010132	-0.964294	
43.017578	39.489746	52.294922	0.296021	0.009705	-0.963074	
42.687988	39.318848	51.977539	0.296997	0.009583	-0.961426	
42.309570	39.843750	52.404785	0.293762	0.010315	-0.961121	
42.785645	39.880371	52.880859	0.294739	0.009216	-0.961792	
42.578125	40.087891	53.039551	0.296448	0.009460	-0.961243	
42.565918	39.221191	52.160645	0.294922	0.011536	-0.963623	
42.749023	39.904785	52.392578	0.296448	0.008667	-0.961914	
42.358398	39.831543	52.575684	0.295532	0.010437	-0.961243	
42.321777	39.379883	53.112793	0.292542	0.010864	-0.960205	
42.346191	39.758301	52.404785	0.296387	0.009033	-0.961609	
42.712402	39.697266	52.844238	0.294861	0.009766	-0.961121	
42.761230	40.344238	52.587891	0.295898	0.009644	-0.962341	
42.138672	39.636230	52.355957	0.297546	0.008545	-0.960938	
42.492676	38.903809	52.343750	0.294678	0.010620	-0.960510	
42.272949	39.379883	51.733398	0.295532	0.008423	-0.960510	
42.468262	39.648438	52.062988	0.296265	0.009277	-0.960876	
42.407227	39.184570	52.197266	0.295837	0.010681	-0.960632	
42.553711	39.758301	52.416992	0.296692	0.009338	-0.960632	
42.541504	39.721680	52.368164	0.296021	0.009949	-0.961365	
42.578125	39.855957	52.111816	0.294800	0.010010	-0.961243	
42.468262	39.282227	52.575684	0.295715	0.009033	-0.960388	
42.321777	39.721680	52.416992	0.295532	0.009033	-0.961426	
43.212891	39.709473	52.282715	0.294861	0.009827	-0.962036	
42.395020	39.770508	52.270508	0.297424	0.008911	-0.960571	
43.395996	39.721680	52.136230	0.295532	0.008728	-0.960999	
